,ID,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
103,104,1768.96,2073.13,-326.16,66.5103,1481.83,733.93,1574.65,1328.12,1397.23,73.1263,460.358,3279.63,2166.68,1120.08,1337.56,2262.62,2088.25,595.715,1514.72,-688.442,464.097,719.524,2144.98,1352.67,1511.17,1881.61,-361.357
104,105,1819.92,515.985,15.194,-1186.94,315.37,2509.69,246.813,-2452.16,1700.1,-1047.06,2178.37,2873.53,2216.26,113.283,447.089,2015.55,2961.61,3456.87,1406.0,-1.63081,488.397,1508.81,1919.51,302.26,2854.83,608.79,3906.05
105,106,2385.48,1513.28,1603.39,2032.32,443.745,1870.77,3919.6,3250.46,2443.69,2525.47,4685.71,3050.02,3088.75,29.772,2375.92,1655.93,3156.7,2952.28,2285.76,1218.22,1763.77,2468.55,1415.74,529.592,1302.73,778.662,3471.91
106,107,1889.97,818.389,297.29,-608.387,392.671,1270.79,642.413,-2411.89,429.46,1389.44,309.674,1704.37,1772.76,34.8166,726.852,1565.47,3234.11,3293.68,2990.62,1864.9,1887.61,1408.41,832.886,521.227,-4.93317,191.638,-2590.63
107,108,1671.34,1206.88,449.735,1071.21,546.371,1077.84,214.564,849.599,1283.63,1304.91,542.1,922.619,889.774,836.292,1824.16,1670.27,2307.22,1562.21,1566.16,2208.44,1056.6,385.203,300.56,293.73,2762.57,150.931,3800.81
108,109,1835.26,-1099.58,1606.42,2002.6,376.772,1611.2,-373.46,-695.876,1605.26,1056.54,552.315,1831.25,2468.08,247.388,425.302,1503.02,2045.93,3033.09,1483.51,1873.14,-394.69,1603.1,1170.39,387.021,155.825,1506.06,-1615.29
109,110,845.266,952.671,1228.51,233.679,446.063,1079.62,607.257,822.118,575.838,1335.51,365.04,1206.56,999.765,407.662,565.482,656.458,744.244,669.397,-186.945,1082.82,150.94,732.037,692.12,328.036,-27.7115,211.305,328.979
110,111,3791.68,3610.6,2070.08,4196.34,302.026,731.656,2794.62,1909.04,1126.54,475.321,390.377,1735.0,2391.55,128.351,324.914,1656.12,3491.51,3814.5,1818.57,2334.94,3193.46,1404.24,1267.78,408.445,4092.13,1131.61,4022.26
111,112,1389.79,469.174,1559.72,103.242,277.841,705.174,899.787,-347.687,1174.19,484.816,366.741,1807.12,2194.51,149.692,256.486,1742.6,2188.68,2281.7,2235.49,359.865,-152.754,1517.08,1326.44,380.343,373.02,1286.25,-862.386
112,113,5272.39,5284.79,5219.41,2106.33,399.792,567.051,687.195,2854.28,1459.29,797.146,402.159,2086.9,2985.57,133.717,370.874,1498.0,4001.07,3883.91,2344.14,4123.18,3726.61,2481.27,1023.66,418.039,5038.89,1694.72,5421.2
113,114,1388.93,152.597,-348.259,-262.626,398.629,-625.349,347.826,-1880.19,556.798,683.871,393.617,1157.39,1471.01,99.6233,472.751,1689.43,1969.29,648.003,244.445,-1670.18,-4.35289,561.427,885.869,478.698,1189.17,-938.229,-1815.98
114,115,3109.2,21.2205,3656.7,-2132.21,3432.97,435.203,857.25,3170.82,4165.34,515.749,2529.31,1323.15,1829.81,2039.91,585.251,1550.68,2907.72,1742.6,3466.55,240.202,1154.06,3192.91,2028.45,836.15,817.567,623.575,473.269
115,116,2371.42,-234.126,1757.9,400.0,403.778,684.131,139.909,-248.819,1453.75,630.718,525.317,1934.23,2323.76,58.8762,397.536,1814.41,2562.53,1211.0,1732.69,-429.541,-41.7628,1451.58,1603.3,337.182,1012.85,1181.48,361.832
116,117,1268.54,2420.16,176.959,-1063.08,500.153,437.266,509.501,-1878.13,346.798,776.248,734.753,1486.78,1409.71,69.0667,1388.18,1628.42,1532.27,24.2494,1020.16,322.483,-1194.71,-1143.35,530.551,670.038,781.217,1010.21,-2290.16
117,118,1925.45,2965.97,430.59,394.516,928.59,-224.339,980.465,570.842,3034.33,-2341.09,-14.5773,3020.54,2107.56,1162.99,928.808,2081.4,2437.28,342.542,2784.2,-620.136,326.409,1442.95,933.689,2291.99,3076.46,2274.42,990.668
118,119,739.005,-201.365,-2325.11,1422.18,509.058,533.849,1863.29,-1958.85,26.7616,886.775,564.044,3267.2,1971.58,-22.815,934.633,1475.43,2477.95,455.1,1300.22,66.5425,-30.545,-68.7146,496.488,584.749,1537.16,2157.1,-1748.71
119,120,7042.94,7522.37,6782.45,6326.41,3031.99,6851.67,6608.24,7459.27,7714.81,1625.77,697.836,1751.31,7243.19,3343.01,1041.76,768.233,4017.02,1567.98,6035.49,4824.68,2902.95,2003.52,6013.16,7218.34,7678.35,4343.45,950.452
120,121,6728.54,6961.64,3623.73,7013.48,4484.08,6734.79,6427.08,4685.03,7301.79,7028.09,6600.8,1506.29,1599.44,1747.41,433.056,1424.15,5483.01,6798.69,5392.76,4551.69,4384.11,1736.59,2579.34,867.909,6994.44,5492.14,7630.15
121,122,1272.67,-567.686,1200.17,1591.18,2043.8,1608.75,2479.53,-536.586,1459.99,-1802.39,-386.238,1595.38,1349.21,850.651,284.01,1207.97,2545.59,2590.21,1559.34,-993.177,816.434,756.465,1450.77,2073.72,879.802,706.953,-1014.63
122,123,684.425,12.4305,262.386,-349.989,-1815.63,-5992.08,850.25,-1538.64,1321.87,2108.28,-4505.72,569.795,-3305.07,551.471,392.14,1719.83,1174.54,-3765.86,622.049,-4869.01,881.294,609.439,-4354.63,410.732,-6807.55,1625.99,-3310.11
123,124,5379.06,6250.69,1014.33,4822.22,3837.39,4844.03,4892.69,3826.31,4511.08,5228.73,3496.66,6258.16,3914.05,6748.12,2663.65,953.86,4697.06,6790.51,4929.32,947.118,837.677,1491.32,974.208,891.202,5504.95,4403.23,2114.56
124,125,6638.05,4201.16,1130.86,3721.08,743.408,4339.12,3731.14,5092.58,5018.7,6025.06,2002.6,4238.43,3087.96,4995.46,3038.67,4383.14,3772.29,2377.65,4010.06,2595.11,1707.73,1943.46,1295.31,719.682,5270.45,4438.24,1057.58
125,126,6744.19,4285.16,1541.96,3780.06,771.055,4210.82,4396.03,4844.26,3104.29,5690.58,3512.17,4394.29,2864.41,3930.32,2737.22,4531.38,4105.97,3280.72,4413.61,2779.03,1098.83,2111.55,1152.3,729.514,4367.44,2202.97,2387.09
126,127,6127.37,5689.87,5426.76,5371.83,4985.53,5691.23,4648.97,2434.98,6298.15,6679.05,1064.44,6462.02,946.95,6432.0,2527.04,3736.23,3896.35,2922.35,1061.34,970.686,3970.9,1903.9,1246.38,1969.52,6043.01,2830.29,6328.51
127,128,1700.24,1333.25,229.779,1460.8,1368.2,1523.67,1063.71,1513.29,2706.56,2233.08,872.491,2397.37,543.458,1363.98,2152.27,620.034,931.374,2607.5,2470.39,1951.33,520.328,299.23,1173.69,372.78,4521.95,3817.46,475.516
128,129,6782.89,4064.49,3685.23,3388.37,3987.77,4527.1,4068.17,5660.23,2650.35,4841.41,482.301,830.173,3363.48,5363.34,1685.72,497.27,686.659,6482.02,4436.24,3470.82,663.66,472.916,445.998,309.308,4975.01,567.523,382.509
129,130,6603.31,3529.22,4804.5,2517.72,1703.24,4959.64,4299.51,5414.29,6006.1,6300.47,3043.92,4536.08,5223.11,4939.41,1950.7,803.847,4648.01,4359.99,4256.19,4170.09,4044.74,1394.78,1523.82,858.543,5472.85,4631.71,5384.24
130,131,4212.17,1788.97,380.086,2286.0,1448.04,3705.17,2829.95,671.421,1382.53,3098.2,1033.72,5110.84,816.733,3886.02,6248.53,626.913,1357.37,5826.92,3248.91,2840.7,408.857,372.053,1501.82,348.646,4023.14,2813.01,429.531
131,132,7348.35,5733.45,8010.16,7235.1,3382.67,7964.21,3389.72,8076.81,8372.96,8254.27,2947.48,6589.5,6527.81,6425.7,1466.42,747.858,4861.86,2126.47,492.447,7516.9,4899.57,1937.24,1982.72,762.955,8156.52,6188.23,6020.21
132,133,7323.47,7051.32,6313.9,5812.06,4656.78,5365.29,3068.7,5709.41,5759.65,6078.49,1033.93,3056.22,3985.68,5971.98,1253.23,703.524,3439.74,3076.56,5435.51,4519.3,3707.66,1469.53,2031.47,1314.58,5086.86,5908.83,4339.71
133,134,5922.25,3056.38,2258.96,2882.89,2084.51,3269.08,728.031,907.85,2722.69,5805.04,436.367,4208.77,1437.12,3906.49,6781.85,1163.57,1038.75,7607.63,4351.94,2633.36,1474.6,377.597,483.942,259.063,3880.8,3512.28,423.28
134,135,6688.52,2083.42,2022.43,2456.16,2032.49,5268.54,4621.71,5732.4,6395.14,6592.02,2018.86,4536.5,5615.72,5300.56,2282.88,703.241,4624.87,5405.39,4722.49,4245.77,4242.68,1405.64,1447.86,834.067,5760.83,4031.05,5368.78
135,136,6273.55,4905.81,3600.4,4642.75,5020.88,5416.93,5577.95,6174.75,6418.13,6682.42,3855.23,4117.45,3706.48,6733.71,3258.73,651.589,3875.14,4748.86,3907.41,808.007,2754.6,1567.92,936.563,903.984,6325.61,5098.57,3753.9
136,137,6523.57,6289.76,6301.54,5264.13,4339.91,5000.55,1991.3,2125.2,3003.84,6655.15,946.716,6403.84,1260.92,6144.2,2475.67,3171.5,4436.42,1333.33,864.664,836.179,2798.03,1631.07,744.593,1939.38,6361.39,1345.38,6276.31
137,138,7254.43,7022.13,5081.09,5990.35,1985.1,6374.64,5945.05,2894.91,6632.61,1786.63,1875.66,5064.39,5863.88,6618.34,2140.41,1663.57,4567.18,1448.66,5350.78,907.682,983.193,1330.13,1059.07,821.567,6829.63,5826.53,1949.78
138,139,6158.55,5083.91,4336.86,4601.45,4840.5,5075.85,5252.74,1132.1,4904.58,6079.84,2464.45,5294.24,2256.22,6227.57,2441.91,2667.05,4226.55,4550.07,3030.3,2903.57,1779.97,2131.58,722.494,1302.44,6050.84,1059.68,5098.58
139,140,3654.92,3098.75,236.965,3021.65,709.353,3414.43,2398.31,1308.08,3217.93,3196.26,756.575,3739.48,621.53,1425.1,4552.64,641.903,1004.88,4516.2,3518.4,3673.57,564.532,326.217,1066.58,294.994,5939.47,4513.0,474.234
140,141,5685.49,6520.35,6900.13,6488.36,6375.59,6207.08,4517.17,1792.54,3060.48,5450.92,1688.03,4468.16,1277.88,5765.93,2254.99,3109.95,3645.76,796.065,1109.82,1119.66,4910.42,1806.47,944.67,1950.35,5290.16,2987.49,5299.11
141,142,5696.97,4749.43,5417.83,4591.68,5224.29,4541.48,3853.45,2176.83,3854.93,5262.15,734.838,4077.06,2453.13,4726.89,2113.88,1740.27,3613.93,3578.76,4335.23,1160.75,3462.95,1620.07,653.042,1077.97,5745.24,1645.43,1607.9
142,143,1384.2,1078.28,184.601,1492.57,927.066,1144.62,1507.13,686.738,1870.63,1474.2,1398.8,2041.84,545.684,1820.21,1933.69,949.027,1467.53,5885.25,4005.4,4166.79,336.774,343.055,2211.86,347.687,4933.52,4156.79,366.622
143,144,5548.59,6988.58,5163.24,3432.26,5344.67,5749.73,4061.03,6385.68,6235.48,6426.74,2434.11,3029.01,5411.49,5310.39,1795.9,947.991,4893.6,4301.97,4981.36,3858.68,4784.45,1327.66,2505.71,961.604,5095.45,5071.67,4128.38
144,145,6351.13,5404.79,4209.08,3885.89,3548.55,3785.12,3742.11,4702.46,3049.65,5279.99,1278.13,5946.89,5756.56,2642.22,5176.92,814.927,2949.43,6519.01,5932.95,1795.46,1124.33,1697.24,3319.98,3898.73,4113.69,4724.47,2639.54
145,146,4370.42,3121.52,2603.59,2566.77,2974.25,3978.16,5464.05,6312.6,5828.16,6371.73,1099.65,5761.81,5804.13,3957.8,6388.56,444.334,3625.77,1194.37,4289.19,4491.93,3284.13,2724.96,381.938,738.05,5950.07,5504.31,652.002
146,147,5745.28,3584.51,3492.2,3404.98,1760.41,3897.08,2657.02,1719.73,4554.19,4541.44,402.116,3432.18,558.938,4664.14,6671.24,679.177,1794.83,6632.43,3880.17,3031.39,730.152,382.667,491.478,231.605,4855.14,2428.59,314.252
147,148,7338.36,1891.7,2160.65,3127.62,2502.16,7668.57,7118.06,7652.93,7708.62,7432.23,1503.55,4819.82,5836.68,5011.17,1989.6,739.148,5102.16,3421.19,5347.0,5954.87,5768.74,1445.88,1296.68,939.021,7640.64,3982.86,5840.92
148,149,7276.29,5504.19,4211.12,3659.08,2105.09,3690.25,4851.12,5726.16,5996.65,6360.42,1240.81,2922.38,3573.89,6046.59,1420.62,3455.07,3104.81,5820.21,1571.84,3394.19,1647.16,1574.8,1114.65,1252.53,3991.93,4685.61,3801.51
149,150,5265.0,5256.17,431.637,4928.58,606.249,5190.73,4858.29,899.045,3155.83,3875.41,732.93,3583.26,1103.0,1250.2,5987.76,695.375,1047.15,5599.96,4537.64,5368.22,492.962,340.165,678.806,338.909,5608.71,5212.14,510.74
150,151,7297.61,6371.41,378.591,4977.21,2195.84,6252.83,4941.69,766.33,1240.51,1292.82,1057.05,4296.65,811.382,2712.03,5321.72,788.619,1124.4,5104.54,3299.1,3385.98,482.643,377.015,1148.6,405.676,5234.47,2754.68,431.834
151,152,3131.09,6055.84,854.425,6240.79,5583.86,5769.93,5199.65,2921.01,2337.97,3953.62,2789.83,5094.92,3484.81,6070.1,2074.55,1018.52,3075.33,3949.9,4747.65,868.984,760.396,1693.8,848.39,857.215,3952.69,3313.53,4774.03
152,153,4544.77,3003.71,2668.34,3066.88,3246.9,3581.67,4142.44,2153.07,1805.15,4887.85,1081.98,1273.63,5347.26,6298.97,5567.86,831.037,743.736,3913.63,3751.57,2628.07,1504.12,399.311,440.155,379.118,4895.83,506.301,274.667
153,154,6453.01,4371.95,2860.45,3827.17,3314.96,4363.51,4472.69,4035.91,5639.53,2250.99,1235.3,2404.17,1529.92,5439.66,2403.83,4038.44,3999.71,5380.83,4084.66,1793.56,2283.58,1621.92,1120.76,743.04,5056.15,4070.74,5125.92
154,155,6563.4,3135.76,1382.18,2405.93,1849.29,2381.4,2516.27,4496.28,4492.34,4083.19,2232.05,4504.19,3134.25,4240.92,2472.46,3468.05,1470.24,4140.15,3653.8,2992.22,1122.02,1833.7,990.697,603.455,4183.25,4050.45,1842.97
155,156,3177.56,2753.45,246.16,2823.46,662.126,3066.81,2459.26,817.149,1281.7,2676.6,782.266,2821.89,669.418,1202.92,2829.9,628.893,937.913,4067.25,3416.94,3260.9,579.453,348.206,712.358,359.336,4443.26,4167.05,562.236
156,157,3206.57,3573.59,1543.97,4086.29,1723.69,4077.18,4079.53,3542.53,3262.12,3230.08,1304.23,2862.75,3090.95,2763.12,2336.62,2270.02,1505.23,3396.29,3379.78,2294.86,1408.75,1673.86,1163.2,1005.75,3010.17,4024.34,2105.97
157,158,6849.06,7015.96,4403.04,7229.58,2972.77,7468.47,5542.77,5465.83,7964.72,7973.18,5149.65,5809.13,6528.0,6930.91,1915.42,734.166,3759.65,1611.06,680.234,6302.59,3779.62,1711.67,1276.48,712.732,7798.25,6746.68,5317.37
158,159,6401.14,4684.51,4504.51,5073.19,5264.0,5618.3,5822.52,938.949,6095.88,6984.99,3549.48,5374.07,3322.04,6382.83,2230.01,2694.07,4099.52,1952.91,2138.19,2904.35,2308.14,2211.17,1035.44,1617.47,6332.38,937.795,5505.15
159,160,7099.86,6533.57,5731.07,6877.18,5157.79,7116.95,2232.24,6282.26,7345.96,7255.09,1035.29,5769.12,5687.86,6959.9,1383.1,693.542,5067.85,1058.64,432.656,6324.9,2110.93,1951.48,2714.16,582.474,7371.93,5380.05,2969.69
160,161,7660.15,7058.04,450.92,5296.89,4667.91,7326.52,6347.91,752.306,3244.68,2524.29,784.555,5135.69,1176.55,3040.55,6651.78,610.04,974.699,6099.16,4041.7,4896.13,311.457,415.592,1338.26,338.348,5137.9,2852.65,397.569
161,162,5819.28,4573.92,2094.88,734.212,1922.99,4103.54,3989.44,4847.73,5232.72,5404.68,2835.92,4621.91,5121.29,5357.87,1788.72,705.232,4468.63,1324.65,2763.7,3976.53,2461.48,1666.05,1366.39,802.591,5229.03,3193.62,4417.99
162,163,6501.09,4572.65,3476.79,3920.05,4261.58,4106.17,4532.31,4435.22,4985.87,2999.82,1184.86,4455.29,2353.37,5553.24,2286.85,3597.95,4045.93,6005.8,4313.41,2393.37,2427.0,1819.86,904.858,696.385,5031.8,4326.99,5058.99
163,164,7250.31,7544.14,7492.83,7533.83,7209.52,7357.76,2768.89,7157.76,6538.11,7117.89,1106.5,4760.21,5423.98,6035.72,2264.59,968.05,5405.1,6417.98,3313.8,5059.16,4888.07,1901.7,2479.47,1391.63,7275.17,2584.46,5644.86
164,165,5868.59,4852.95,4838.07,4525.58,4408.48,4303.69,3655.46,2002.23,3452.24,5237.77,1413.68,5530.06,1166.01,5412.91,2417.18,2786.95,4024.67,5700.71,987.888,1025.03,3606.81,1925.19,810.968,2688.07,4804.93,2857.78,4488.92
165,166,6915.27,7635.53,7322.82,7471.64,7379.89,7635.27,3635.46,7801.81,7740.79,7818.1,1059.06,2852.27,6369.4,7096.96,1903.71,827.409,2328.24,1352.98,6552.3,5580.71,2721.49,1341.23,1402.33,1370.31,7842.24,5641.73,2382.35
166,167,6977.74,5761.72,2905.65,2326.23,4859.37,5633.66,5091.2,5619.59,6407.6,6599.53,2287.65,3711.54,5941.68,6016.44,3169.58,1602.53,4813.89,5431.9,4761.73,4597.5,4470.74,1473.25,1248.45,1188.73,6050.48,5410.08,5142.89
167,168,7420.87,7873.36,7851.41,5910.44,7233.66,7613.57,2020.99,7786.3,7915.29,7672.94,1059.23,5201.01,4802.22,5852.49,1210.54,813.713,5456.79,1512.5,2396.65,5296.25,6091.45,2132.64,2394.26,1497.56,7741.26,2891.5,7479.31
168,169,6810.58,3599.71,5815.5,5087.6,2989.63,7033.3,2596.92,7442.8,7678.13,7607.59,1175.03,6030.65,5927.45,5589.73,1516.84,694.598,3979.12,1927.78,970.044,4799.73,5142.41,3075.81,2536.68,938.217,7128.75,3817.1,4823.32
169,170,4562.68,2277.87,1985.7,1951.22,1030.38,4512.86,4484.97,4561.66,5654.97,5784.49,5929.29,7176.11,6399.76,7213.11,6612.7,599.372,3845.16,6378.81,3163.06,1780.29,2309.95,1229.94,2402.27,1205.66,4350.01,2902.66,3759.26
170,171,7097.27,6434.13,2704.23,5258.65,704.082,7623.9,7486.86,7323.69,7969.91,7983.11,722.512,5259.89,6607.12,5192.37,2415.56,974.7,4999.13,3164.45,5978.02,6585.04,4756.12,1528.61,1114.57,864.682,7837.01,6931.59,2442.06
171,172,4749.72,4370.08,413.988,2698.04,1611.79,2636.35,3032.46,733.704,2298.75,2355.22,1262.69,3580.95,661.846,2563.17,4190.35,844.894,1277.79,4058.06,2997.24,2145.23,324.486,372.609,1442.86,371.448,4824.09,4638.11,402.438
172,173,6552.67,3774.1,3391.38,3376.06,3979.0,4437.97,4124.05,5574.37,2501.59,4856.99,492.703,1264.06,3235.1,5429.83,1313.17,528.04,997.494,6439.46,4137.78,3289.05,626.946,489.056,467.596,291.873,5004.78,556.502,361.911
173,174,4612.91,5558.53,6080.08,5834.95,5692.4,5765.72,3202.98,1970.28,3677.9,3186.16,1369.61,4973.43,1461.52,5741.95,2389.39,2594.94,3359.52,1336.88,1015.64,985.71,4442.78,1956.83,1046.17,1198.0,3716.26,1705.49,3885.77
174,175,6943.43,6778.74,6479.86,6170.76,6603.07,6956.65,6099.27,6275.07,7272.31,7278.25,3087.13,1667.51,6270.94,5968.97,2415.7,1151.14,4976.21,3499.7,5780.33,5548.36,3384.81,1326.26,1158.17,1702.41,7280.71,3892.91,4018.3
175,176,7119.42,6598.42,3336.36,3250.88,6434.99,7069.25,7245.05,7469.48,7986.99,7997.66,1285.14,2095.35,6818.58,4582.91,2263.57,1760.81,5221.72,2627.34,6327.29,6891.52,2776.5,1412.72,1304.2,1989.17,7982.33,3413.99,5910.27
176,177,5621.25,5268.32,2848.79,4545.96,2120.52,5096.03,5246.11,4630.53,5926.67,2543.06,2318.33,3294.23,3570.7,5605.27,2749.73,2461.76,2832.59,6254.83,3448.96,2703.36,1683.66,1560.1,975.849,725.904,5104.32,4332.71,5011.48
177,178,7245.46,7580.75,4207.08,3956.28,2816.98,4137.14,4209.99,5041.6,5783.22,4940.19,1287.53,1461.85,7226.82,1513.13,6618.7,833.191,1699.89,7943.35,6350.13,3136.54,703.909,1651.26,2915.7,3724.47,4354.43,5111.17,2756.86
178,179,5135.52,5956.63,852.614,4902.2,1339.84,5858.22,5728.24,6110.8,6238.6,5104.13,1432.61,2959.72,1348.74,5543.05,2787.82,4227.98,3441.62,3664.79,4450.97,2108.02,886.884,1566.14,1339.78,551.949,6723.75,4305.11,4806.18
179,180,6893.37,7475.21,1923.81,4214.83,2612.75,857.842,4635.57,5298.59,3496.08,1794.36,669.101,5067.0,6480.19,5397.9,5241.43,688.591,2943.83,5740.01,6873.02,3470.3,-84.1762,2993.41,3620.73,1401.03,4556.24,5121.09,409.834
180,181,6400.8,4217.6,3944.65,3702.75,3820.94,4081.45,4585.39,1090.99,5491.55,5484.75,1363.32,5051.94,1691.62,6713.34,1792.87,3688.84,4655.05,3509.52,2264.36,1392.52,2427.56,2211.52,857.515,1543.11,5114.45,1116.17,5106.03
181,182,6739.82,6532.59,5410.85,3441.22,3777.56,5163.01,3590.66,5932.32,6438.63,6447.53,1145.54,3360.46,4338.48,5977.97,1342.94,730.012,5227.97,2044.65,5190.59,3942.53,3962.02,1396.53,2233.12,1122.45,5748.8,5128.26,4158.11
182,183,5524.72,6634.83,298.192,4299.5,2827.76,3611.68,2042.2,975.451,5001.2,5660.59,399.079,1246.14,1439.74,1424.23,1792.11,959.905,2767.82,4726.52,3735.29,677.835,584.989,444.764,307.783,356.253,3634.79,1559.38,612.194
183,184,3664.0,5707.58,3565.43,3461.96,2758.48,2557.94,3090.08,3309.91,2667.42,2683.83,835.175,4880.56,4273.32,3704.29,3742.66,607.162,1675.99,1764.1,3152.57,2160.78,2163.89,1629.12,1904.78,1524.25,1456.3,843.132,389.949
184,185,4477.35,3473.79,2336.06,2815.98,2879.9,3102.04,3404.62,3239.58,4106.45,3120.03,1439.51,3773.18,3425.24,4155.99,3072.73,819.734,3266.21,3476.57,4025.74,2731.05,892.453,1379.07,946.864,828.02,3403.71,3602.75,3217.2
185,186,6187.66,5604.53,2855.26,4413.6,3621.81,4454.03,3312.95,5427.44,5641.29,6417.13,1651.85,2413.7,5061.06,5600.21,1280.16,1134.68,3906.96,5419.16,4102.11,3709.21,2783.11,1717.88,1599.62,1518.07,5003.57,5388.36,3283.3
186,187,2906.75,2046.77,947.634,2007.61,1930.7,2516.61,1930.75,1133.18,1824.26,2942.4,429.369,1766.14,697.902,3379.48,2574.88,684.86,1152.99,2457.77,2013.78,1697.03,601.504,496.668,471.022,326.066,2869.05,782.756,285.074
187,188,7218.5,6926.61,6525.05,5859.86,5949.95,6383.17,3544.27,7075.25,7404.97,7504.16,1337.52,1641.93,5771.2,6417.71,2905.96,766.95,3891.56,899.405,5877.23,5326.08,1528.54,1316.15,1002.22,1822.26,6788.42,7035.13,3268.39
188,189,6893.41,4356.97,5577.18,5124.54,4527.83,5563.42,4446.02,4788.96,6002.1,6121.73,2585.54,5406.45,5742.79,6184.56,1541.51,691.293,3904.14,2202.35,831.258,5625.58,4255.83,1843.98,1400.93,710.927,6623.81,6665.46,4760.2
189,190,6789.51,4398.78,4270.02,3309.6,1313.66,5003.01,4656.25,5223.06,5808.78,5998.01,4427.01,3664.2,5417.38,4687.72,3288.85,1470.75,4640.05,4953.7,4398.77,4422.69,3906.24,1550.28,1133.55,855.707,5574.15,5451.48,3921.76
190,191,7067.26,5154.21,6068.53,7655.52,4116.47,7907.37,7648.61,6793.93,8272.95,7667.32,2553.24,5737.9,1374.74,2304.02,3659.7,938.348,5260.37,553.67,6520.71,3644.93,594.92,2434.96,2970.12,1715.93,8241.51,4935.98,1366.58
191,192,5662.65,6511.13,5083.36,5390.8,4690.01,6123.56,4855.65,4825.3,6359.02,4411.47,4633.71,2024.23,5358.1,4537.13,1680.38,933.191,2659.29,6733.18,2234.89,5602.99,1124.98,1610.45,967.804,1015.59,6040.97,6167.43,2346.37
192,193,6642.49,7363.94,2663.67,7223.17,3979.1,7480.62,1764.49,6707.5,7407.17,7587.33,2864.18,2386.75,4999.48,3649.52,943.656,886.368,5069.06,1043.61,1423.01,1905.15,1504.1,2427.99,4413.28,734.52,7655.08,6350.65,7071.37
193,194,6736.73,4497.51,3011.04,1316.97,2093.02,1456.37,522.52,1613.49,1528.92,6152.2,6543.34,1143.7,1227.97,3602.16,3690.7,669.713,4405.13,3813.85,2162.22,3138.92,1985.7,1997.54,387.512,1954.1,1271.78,759.012,1919.71
194,195,5562.31,1196.62,1804.07,1184.42,2616.52,4003.62,4405.3,3280.59,3930.85,4296.95,641.069,2079.85,2596.64,3671.75,1907.92,1994.48,2333.54,171.694,1760.29,709.945,2355.35,1860.22,652.774,1188.07,3184.24,1556.75,1461.58
195,196,6552.3,4114.13,3861.1,1067.83,3188.81,4325.5,1940.03,4455.95,4729.65,4326.46,2441.88,3080.56,4719.66,4805.39,1614.3,924.411,3465.04,4601.45,5284.25,3424.3,4126.73,1379.63,2605.17,1083.37,5451.11,6451.98,5380.37
196,197,6623.85,6441.43,6385.3,6460.47,6279.81,6533.96,6297.1,2688.22,5937.52,7360.21,1052.86,6696.23,1168.17,6578.7,2081.75,3448.66,3675.93,6170.35,1739.7,4585.31,5267.45,1269.24,1484.2,980.714,7185.6,1076.7,6105.99
197,198,6874.64,2401.85,2220.73,2213.25,2326.73,2512.68,2756.56,3341.42,1926.68,4875.28,366.84,4550.58,5780.16,5922.09,5718.26,558.353,974.204,6282.55,3643.15,2227.16,705.231,631.865,480.857,244.38,3227.53,685.042,368.651
198,199,6677.12,5812.63,3148.07,4844.8,3961.25,5047.97,4341.69,5399.31,5756.38,5971.33,1360.25,1847.91,4252.51,5799.45,2326.03,845.998,3895.68,1106.77,4894.31,4637.46,2557.74,1251.42,1222.68,2000.34,5377.85,3432.27,5261.64
199,200,6276.78,5771.19,3362.56,5004.55,3007.94,5415.9,4768.37,3672.76,6271.17,6475.68,2473.04,4541.06,4028.48,6076.2,2102.22,894.389,3960.07,3741.32,4913.25,1755.68,1464.57,1379.71,880.509,876.663,5086.87,4779.99,1418.47
200,201,5918.95,4821.52,2853.06,4744.87,4920.29,5389.38,5559.35,986.883,4565.97,6636.29,2817.08,5043.15,3612.78,6296.64,2343.63,2841.55,3706.51,664.701,1385.06,943.396,4732.8,1664.54,929.082,1885.38,6496.06,1022.93,5618.38
201,202,6046.82,4604.51,4271.58,4012.29,4265.74,4370.38,3914.79,3923.77,6323.72,4287.04,1412.12,4281.99,3465.67,5981.84,2426.38,883.347,3942.3,4933.65,4960.96,2629.79,1720.49,1607.49,859.857,797.14,5196.1,3328.99,3009.12
